trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,discrimin_resp.started,percu_or.started,responser.started,thermode_locali_pic.stopped,discrimin_resp.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
14,0,14,0,390.46583429991733,,,,390.4500984000042,395.4492807999486,395.4492856999859,395.4658894999884,403.4493209000211,403.4493209000211,403.4493209000211,405.6660753999604,406.44939590001013,406.44939590001013,406.44939590001013,406.4327933000168,4.03,4.77,403,476,8,3,1.2,0.75,477,2,484,0.7,1,m,0.5800045999931172,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
15,0,15,0,406.44939590001013,,,,406.4336873999564,411.4328223000048,411.4328267999226,411.4494474999374,419.4327440999914,419.4327440999914,419.4327440999914,421.6494338000193,422.43282210000325,422.43282210000325,422.43282210000325,422.4161606999114,3.26,5.54,326,554,8,3,1.2,0.75,477,3,482,0.49999999999999994,None,None,,,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
16,0,16,0,422.43282210000325,,,,422.4170266999863,427.4162683999166,427.4162735999562,427.4328594999388,435.416382299969,435.416382299969,435.416382299969,437.6330804999452,438.41638650000095,438.41638650000095,438.41638650000095,438.39978149998933,4.24,4.56,424,455,8,3,1.2,0.75,477,0,482,0.49999999999999994,1,m,0.47287860000506043,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
17,0,17,0,438.41638650000095,,,,438.4006449999288,443.3998495999258,443.3998545999639,443.4164714999497,451.3997644999763,451.3997644999763,451.3997644999763,453.61645279999357,454.3998021999141,454.3998021999141,454.3998021999141,454.38319500000216,3.9,4.9,390,490,8,3,1.2,0.75,477,1,482,0.49999999999999994,0,n,0.5375197998946533,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
18,0,18,0,454.3998021999141,,,,454.3840855999151,459.38324419991113,459.3832494999515,459.39990509999916,467.383410200011,467.383410200011,467.383410200011,469.6000890999567,470.38344210002106,470.38344210002106,470.38344210002106,470.36685049999505,4.17,4.63,417,463,8,3,1.2,0.75,477,2,483,0.6,1,m,0.5018094000406563,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
19,0,19,0,470.38344210002106,,,,470.36779379996005,475.3668661999982,475.3668707999168,475.3834623999428,483.3667965999339,483.3667965999339,483.3667965999339,485.5834875999717,486.36696229991503,486.36696229991503,486.36696229991503,486.3503151999321,3.76,5.04,376,504,8,3,1.2,0.75,477,3,483,0.6,1,m,0.3144776000408456,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
20,0,20,0,486.36696229991503,,,,486.3512195999501,491.35038259997964,491.3503876000177,491.3670167999808,499.35038750001695,499.35038750001695,499.35038750001695,501.5671175000025,502.35047439998016,502.35047439998016,502.35047439998016,502.3338260999881,4.35,4.45,434,445,8,3,1.2,0.75,477,0,482,0.5,1,m,1.7548737999750301,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
21,0,21,0,502.35047439998016,,,,502.3347018000204,507.333896099939,507.3339004999725,507.3505232000025,515.3338315999135,515.3338315999135,515.3338315999135,517.5505481999135,518.3339435999515,518.3339435999515,518.3339435999515,518.3172855000012,4.67,4.13,467,413,8,3,1.2,0.75,477,1,482,0.5,1,m,1.5513536999933422,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
22,0,22,0,518.3339435999515,,,,518.3181831999682,523.3173258999595,523.3173305999953,523.3339464999735,531.3174119999167,531.3174119999167,531.3174119999167,533.5341516999761,534.317456800025,534.317456800025,534.317456800025,534.3008504000027,4.06,4.74,405,474,8,3,1.2,0.75,477,2,481,0.4,0,n,1.2558057999704033,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
23,0,23,0,534.317456800025,,,,534.3017459999537,539.3009436000139,539.3009485999355,539.3175550999586,547.3008486999897,547.3008486999897,547.3008486999897,549.5175860999152,550.3009212999605,550.3009212999605,550.3009212999605,550.2842897999799,4.49,4.31,449,430,8,3,1.2,0.75,477,3,482,0.5,0,n,0.9763024999992922,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
24,0,24,0,550.3009212999605,,,,550.2851812000154,555.284442299977,555.2844472000143,555.3010717999423,563.2843881999142,563.2843881999142,563.2843881999142,565.5010615999345,566.2844493999146,566.2844493999146,566.2844493999146,566.2678249999881,4.6,4.2,459,420,8,3,1.2,0.75,477,0,483,0.6,1,m,0.6048127999529243,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
25,0,25,0,566.2844493999146,,,,566.2687196999323,571.2679074999178,571.2679126999574,571.2845138999401,579.2678759999108,579.2678759999108,579.2678759999108,581.4845756000141,582.2680425000144,582.2680425000144,582.2680425000144,582.2513889999827,3.73,5.07,373,507,8,3,1.2,0.75,477,1,483,0.6,0,n,1.5933373000007123,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
26,0,26,0,582.2680425000144,,,,582.2523072999902,587.2514010999585,587.2514067000011,587.2680488999467,595.2513874999713,595.2513874999713,595.2513874999713,597.4682155000046,598.2515461000148,598.2515461000148,598.2515461000148,598.2349564000033,4.18,4.62,418,462,8,3,1.2,0.75,477,2,484,0.7,1,m,1.0418167999014258,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
27,0,27,0,598.2515461000148,,,,598.2358560999855,603.2349867000012,603.2349915999221,603.2516049999977,611.2350411999505,611.2350411999505,611.2350411999505,613.4517180999974,614.2350756999804,614.2350756999804,614.2350756999804,614.2184559999732,3.86,4.94,386,494,8,3,1.2,0.75,477,3,484,0.7,1,m,1.1821283999597654,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
28,0,28,0,614.2350756999804,,,,614.2193497000262,619.218372299918,619.218377299956,619.2351264000172,627.218453599955,627.218453599955,627.218453599955,629.4382767999778,630.2185364000034,630.2185364000034,630.2185364000034,630.2018840999808,4.63,4.17,463,417,8,3,1.2,0.75,477,0,483,0.6,1,m,1.4227413999615237,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
29,0,29,0,630.2185364000034,,,,630.2027591000078,635.2020132999169,635.2020192999626,635.2185769999633,643.201936999918,643.201936999918,643.201936999918,645.4186227999162,646.2019801000133,646.2019801000133,646.2019801000133,646.1853705999674,3.9,4.9,390,490,8,3,1.2,0.75,477,1,483,0.6,0,n,2.91534149996005,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
30,0,30,0,646.2019801000133,,,,646.1862822999246,651.18539280002,651.1853974999394,651.2020338999573,659.185573499999,659.185573499999,659.185573499999,661.4022613000125,662.1855575999944,662.1855575999944,662.1855575999944,662.1690959000262,3.73,5.07,373,507,8,3,1.2,0.75,477,2,484,0.7,0,n,1.26757940009702,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
31,0,31,0,662.1855575999944,,,,662.1700219999766,667.1690055999206,667.169010499958,667.1856618999736,675.1689713000087,675.1689713000087,675.1689713000087,677.3856520999689,678.1690449999878,678.1690449999878,678.1690449999878,678.1523925999645,3.4,5.4,340,540,8,3,1.2,0.75,477,3,485,0.7999999999999999,1,m,0.5121750000398606,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
32,0,32,0,678.1690449999878,,,,678.153248299961,683.1525248999242,683.1525297999615,683.1691868000198,691.1526034999406,691.1526034999406,691.1526034999406,693.3692987000104,694.1526373999659,694.1526373999659,694.1526373999659,694.1360438999254,4.02,4.78,401,478,8,3,1.2,0.75,477,0,485,0.7999999999999999,1,m,0.46459370001684874,None,,,,,,,,sub-078,COM3,47.7,2026-05-21_13h16.35.793,2024_RDpaindiscrimination_QUEST,2023.2.3,60.00632465889293,2026-05-21 13h16.46.076590 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.1368548999308,694.1526373999659,700.2693843999878,700.1360823999858,0.6,48.300000000000004,0.5164706970538059,,,,,,,,,
