trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,trial.stopped,wait.started,wait.stopped,triggerrrs.started,thermode_locali_pic.started,discrimin_resp.started,percu_or.started,responser.started,thermode_locali_pic.stopped,discrimin_resp.stopped,percu_or.stopped,responser.stopped,triggerrrs.stopped,dur_plateau1,dur_plateau2,dur_plateau1_sent,dur_plateau2_sent,start_plateau_2_resp,start_detect_cue,dur_pic,dur_rise,temp_plateau_sent,loca_thermode,pic_sent,quest_intens,pic_response,discrimin_resp.keys,discrimin_resp.rt,discrimin_resp.duration,Cali_fin.started,text.started,text.stopped,Cali_fin.stopped,mean_6_reversals,pic_a_utiliser,threshold,participant,com_thermode,temp_plateau,date,expName,psychopyVersion,frameRate,expStart,
0,0,0,0,163.6095102999825,,0.02477110002655536,163.5930336000165,163.5933891000459,168.59304770000745,168.59305230004247,168.60960750002414,176.59308320004493,176.59308320004493,176.59308320004493,178.80974930000957,179.59312770003453,179.59312770003453,179.59312770003453,179.57648889999837,3.63,5.17,363,517,8,3,1.2,0.75,444,0,452,0.8,1,n,1.8585226000286639,None,,,,,,,,sub-077,COM3,44.4,2026-05-21_10h34.13.021,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96915187074995,2026-05-21 10h34.24.995894 -0400,
1,0,1,0,179.59312770003453,,,,179.5776346999919,184.57655230001546,184.57655720005278,184.59315450000577,192.59314390004147,192.59314390004147,192.59314390004147,194.79320610000286,195.59318279998843,195.59318279998843,195.59318279998843,195.57659030007198,3.59,5.21,359,521,8,3,1.2,0.75,444,1,448,0.4,1,n,0.5544930000323802,None,,,,,,,,sub-077,COM3,44.4,2026-05-21_10h34.13.021,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96915187074995,2026-05-21 10h34.24.995894 -0400,
2,0,2,0,195.59318279998843,,,,195.57753760006744,200.57662060006987,200.57662549999077,200.59325160004664,208.57677170005627,208.57677170005627,208.57677170005627,210.79345290001947,211.57678130001295,211.57678130001295,211.57678130001295,211.56018320005387,4.63,4.17,463,417,8,3,1.2,0.75,444,2,447,0.3,1,n,0.6467626000521705,None,,,,,,,,sub-077,COM3,44.4,2026-05-21_10h34.13.021,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96915187074995,2026-05-21 10h34.24.995894 -0400,
3,0,3,0,211.57678130001295,,,,211.56113080005161,216.56022380001377,216.5602284000488,216.57680020004045,224.5601719999686,224.5601719999686,224.5601719999686,226.77687000005972,227.5602042999817,227.5602042999817,227.5602042999817,227.54361280007288,3.87,4.93,387,493,8,3,1.2,0.75,444,3,447,0.3,1,n,0.39135120005812496,None,,,,,,,,sub-077,COM3,44.4,2026-05-21_10h34.13.021,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96915187074995,2026-05-21 10h34.24.995894 -0400,
4,0,4,0,227.5602042999817,,,,227.54454140004236,232.5436339000007,232.54363880003802,232.56041250005364,240.54378730000462,240.54378730000462,240.54378730000462,242.76046949997544,243.54379919997882,243.54379919997882,243.54379919997882,243.5272043000441,3.63,5.17,363,517,8,3,1.2,0.75,444,0,447,0.3,1,n,0.7237757999682799,None,,,,,,,,sub-077,COM3,44.4,2026-05-21_10h34.13.021,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96915187074995,2026-05-21 10h34.24.995894 -0400,
5,0,5,0,243.54379919997882,,,,243.52810590004083,248.5272377000656,248.5272420999827,248.54378810001072,256.5272067000624,256.5272067000624,256.5272067000624,258.74389499996323,259.52729630004615,259.52729630004615,259.52729630004615,259.5106129000196,3.81,4.99,381,499,8,3,1.2,0.75,444,1,447,0.3,1,n,0.932429000036791,None,,,,,,,,sub-077,COM3,44.4,2026-05-21_10h34.13.021,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96915187074995,2026-05-21 10h34.24.995894 -0400,
6,0,6,0,259.52729630004615,,,,259.51151730003767,264.5107534000417,264.5107587999664,264.5273122000508,272.5107887000777,272.5107887000777,272.5107887000777,274.7274754999671,275.5106972999638,275.5106972999638,275.5106972999638,275.49410040001385,4.17,4.63,417,463,8,3,1.2,0.75,444,2,447,0.3,0,m,0.3287448000628501,None,,,,,,,,sub-077,COM3,44.4,2026-05-21_10h34.13.021,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96915187074995,2026-05-21 10h34.24.995894 -0400,
7,0,7,0,275.5106972999638,,,,275.495007700054,280.4942553000292,280.49426000006497,280.51088399998844,288.4941802000394,288.4941802000394,288.4941802000394,290.71099870000035,291.4942429000512,291.4942429000512,291.4942429000512,291.47764409997035,3.65,5.15,365,515,8,3,1.2,0.75,444,3,450,0.6,0,m,0.40132880001328886,None,,,,,,,,sub-077,COM3,44.4,2026-05-21_10h34.13.021,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96915187074995,2026-05-21 10h34.24.995894 -0400,
8,0,8,0,291.4942429000512,,,,291.47856339998543,296.47781199996825,296.47781690000556,296.4945156000322,304.47782240004744,304.47782240004744,304.47782240004744,306.69450199999847,307.477770700003,307.477770700003,307.477770700003,307.4612350000534,4.58,4.22,458,422,8,3,1.2,0.75,444,0,453,0.8999999999999999,1,n,0.5016430000541732,None,,,,,,,,sub-077,COM3,44.4,2026-05-21_10h34.13.021,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96915187074995,2026-05-21 10h34.24.995894 -0400,
9,0,9,0,307.477770700003,,,,307.46215959999245,312.4612803000491,312.4612848999677,312.4779006000608,320.46118680003565,320.46118680003565,320.46118680003565,322.67791640001815,323.4612645000452,323.4612645000452,323.4612645000452,323.4446714000078,4.54,4.26,454,426,8,3,1.2,0.75,444,1,453,0.8999999999999999,1,n,0.4142576000886038,None,,,,,,,,sub-077,COM3,44.4,2026-05-21_10h34.13.021,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96915187074995,2026-05-21 10h34.24.995894 -0400,
10,0,10,0,323.4612645000452,,,,323.4456025999971,328.4446963999653,328.44470180000644,328.46136890002526,336.44482650002465,336.44482650002465,336.44482650002465,338.6615405000048,339.444837499992,339.444837499992,339.444837499992,339.4282865000423,3.88,4.92,388,492,8,3,1.2,0.75,444,2,451,0.7,0,m,0.8906813999637961,None,,,,,,,,sub-077,COM3,44.4,2026-05-21_10h34.13.021,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96915187074995,2026-05-21 10h34.24.995894 -0400,
11,0,11,0,339.444837499992,,,,339.4291838000063,344.4282020999817,344.428206600016,344.4448671999853,352.42825270001777,352.42825270001777,352.42825270001777,354.6449075000128,355.42829459998757,355.42829459998757,355.42829459998757,355.4116467999993,3.41,5.39,341,539,8,3,1.2,0.75,444,3,452,0.7999999999999999,1,n,0.7232178000267595,None,,,,,,,,sub-077,COM3,44.4,2026-05-21_10h34.13.021,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96915187074995,2026-05-21 10h34.24.995894 -0400,
12,0,12,0,355.42829459998757,,,,355.41252240003087,360.411721499986,360.4117259000195,360.42838419997133,368.41183860006277,368.41183860006277,368.41183860006277,370.6285627000034,371.41189290001057,371.41189290001057,371.41189290001057,371.3952754000202,3.61,5.19,361,519,8,3,1.2,0.75,444,0,452,0.7999999999999999,1,n,0.4076802000636235,None,,,,,,,,sub-077,COM3,44.4,2026-05-21_10h34.13.021,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96915187074995,2026-05-21 10h34.24.995894 -0400,
13,0,13,0,371.41189290001057,,,,371.3962073000148,376.3953174999915,376.39532200002577,376.4119420000352,384.3953603999689,384.3953603999689,384.3953603999689,386.6119212000631,387.3952736000065,387.3952736000065,387.3952736000065,387.3786908000475,4.47,4.33,447,433,8,3,1.2,0.75,444,1,451,0.7,1,n,0.5841261999448761,None,,,,,,,,sub-077,COM3,44.4,2026-05-21_10h34.13.021,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96915187074995,2026-05-21 10h34.24.995894 -0400,
14,0,14,0,387.3952736000065,,,,387.37958419998176,392.37882610003,392.37883090006653,392.3954559999984,400.37887300003786,400.37887300003786,400.37887300003786,402.5955954999663,403.37894289998803,403.37894289998803,403.37894289998803,403.362307399977,4.68,4.12,468,412,8,3,1.2,0.75,444,2,451,0.7,0,m,0.3566952000837773,None,,,,,,,,sub-077,COM3,44.4,2026-05-21_10h34.13.021,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96915187074995,2026-05-21 10h34.24.995894 -0400,
15,0,15,0,403.37894289998803,,,,403.36320839996915,408.36234510003123,408.362349400064,408.3789829000598,416.362261399976,416.362261399976,416.362261399976,418.57898460002616,419.3624688000418,419.3624688000418,419.3624688000418,419.34568899997976,3.47,5.33,347,533,8,3,1.2,0.75,444,3,452,0.7999999999999999,1,n,0.597246199962683,None,,,,,,,,sub-077,COM3,44.4,2026-05-21_10h34.13.021,2024_RDpaindiscrimination_QUEST,2023.2.3,59.96915187074995,2026-05-21 10h34.24.995894 -0400,
